id_rh;ramal;nome_completo;data_de_nascimento;data_de_contratacao;data_de_demissao;dias_uteis_trabalhados_ano_orcamentario;impostos;beneficios;vt;vr;cargo;bandeira;codigos;quantidade_de_acessos;ferias_acumuladas;ferias_remuneradas;horas_extras;valores_adicionais;id_de_pessoal;id_da_area;sensitive_key
502;4058;Mateus Novaes Silva;1975-06-19;2007-09-29;;225;12035;4814;308;756;COV;;VCL8538-VFP;133;44;;197;;;011;575COV8515
503;4113;Mariana Almeida Alexandre;1991-06-13;2009-06-08;;167;8629;3451,6;286;561,12;OPIII;;GAC6850-MHE;147;30;;127;;;010;511OPIII8138
504;6365;Diego de Melo Teixeira;1987-07-27;2008-01-13;2012-10-02;247;3620;1448;176;829,92;FIII;;MME3032-KZC;57;43;;89;;;322;186FIII9261
505;2192;Paulo de Oliveira e Mello     ;1976-09-04;1997-03-03;;152;9896;3958,4;242;510,72;COII;;TFO7795-UXA;80;31;;118;;;011;201COII6459
506;5637;Bianca Lemos;1983-04-25;2001-04-20;;220;11253;4501,2;286;739,2;ADII;;BRH5565-QGH;65;8;;188;;;213;508ADII4927
507;7423;Thiago Fernandes de Araújo;1974-06-01;1996-01-07;;248;6862,5;2745;176;833,28;OPII;;UBN6423-KEQ;79;36;;107;;;010;654OPII6282
508;1558;João Negrelli;1977-12-15;2008-06-06;2018-01-05;186;9627,5;3851;286;624,96;FIII;;UOY9797-LMN;70;60;;151;;;322;437FIII8349
509;4027;João Suzano;1977-02-13;2000-05-13;2001-01-18;178;4042,5;1617;242;598,08;LOII;;JRL8523-HHI;26;5;;61;;;545;672LOII9692
510;7846;Bruna Rocha de Carvalho;1999-05-28;2017-05-23;;198;7967;3186,8;154;665,28;COI;;IRR4026-BKD;139;45;;131;;;011;900COI8047
511;6604;Samantha de Oliveira Pereira;1982-03-13;2000-03-08;;194;2029,5;811,8;308;651,84;OPIV;;WDI7601-SWQ;86;9;;109;;;010;327OPIV1955
512;2404;Bruno Paes Leme;1983-09-14;2014-09-04;;190;705;282;154;638,4;FIII;;FSW8142-BGK;34;29;;94;;;322;788FIII1054
513;4157;João Monteiro;1991-05-09;2009-05-04;;173;3227,5;1291;154;581,28;ADIII;;MFU8949-QYK;32;59;;8;;;213;314ADIII4881
514;4633;Yago Oliveira;1982-08-31;2013-10-01;;245;1752,5;701;220;823,2;COI;;ZSS7728-LIG;27;49;;113;;;011;554COI2285
515;3915;Leandro Tabet;1971-12-07;2005-08-04;2015-07-14;156;5442,5;2177;176;524,16;COII;;RDS9332-AQO;149;21;;120;;;011;529COII8260
516;6411;Beatriz Virginio;1981-01-27;1999-01-23;2004-03-14;189;5068;2027,2;264;635,04;COIII;;OSL2416-ETO;126;3;;62;;;011;158COIII4746
517;1126;Maria Mello;1996-09-14;2014-09-10;;212;9040;3616;308;712,32;LOII;;ZUF9288-NNM;42;7;;12;;;545;296LOII0999
518;5159;Nuno de Oliveira Sampaio;1996-02-11;2014-02-06;;244;3326;1330,4;308;819,84;COI;;ATA8785-ZEK;68;3;;14;177;;011;895COI0781
519;6099;Manuela Abreu Braga Martins;1984-11-03;2013-03-10;;232;2243,5;897,4;242;779,52;FIIV;;BZJ6113-DVL;69;41;;58;;;322;291FIIV5998
520;6153;Flávio Silva Mendonça;1996-11-30;2014-11-26;;176;5156,5;2062,6;220;591,36;ADII;;WPN9829-NLY;111;3;;166;;;213;942ADII8595
521;6542;Ébio Velucci;1994-09-27;2012-09-22;;179;5701,5;2280,6;198;601,44;ADI;;SQV8470-OAF;78;5;;83;;;213;978ADI1477
522;4781;Victor Fonseca;1990-03-23;2016-02-08;2018-01-05;173;12283;4913,2;154;581,28;ADI;;IEU8913-HAN;129;53;;188;;;213;447ADI7290
523;3743;Bernardo Silva;1982-06-17;2013-12-15;;172;1612;644,8;242;577,92;OPII;;PTN9089-EEN;135;34;;3;;;010;269OPII4161
524;3024;Guilherme Cerne Barreto;1990-02-15;2008-02-11;;151;974,5;389,8;264;507,36;OPV;;AFV7613-DHA;94;25;;57;;;010;212OPV3475
525;7313;Nathália Fernandes de Araújo;1978-04-27;2017-09-24;;244;1687,5;675;308;819,84;ADIV;;WOA7495-SRZ;79;1;;124;;;213;302ADIV4096
526;3135;Guilherme Lander Regasso;1978-02-05;2002-08-12;;215;1846,5;738,6;220;722,4;OPI;;QOU1028-JKA;88;9;;118;;;010;789OPI0777
527;3150;Brenno Silva;1983-08-23;2001-08-18;;233;3546;1418,4;308;782,88;OPII;;NJU3438-GDB;114;39;;50;15;;010;541OPII5882
528;7348;William Araujo Kelly;1970-01-16;1996-01-13;;248;8850,5;3540,2;198;833,28;OPIII;;JQL5655-SSB;119;30;;62;;;010;489OPIII1889
529;2708;Daniele Blumberg;1982-09-17;2017-03-31;;215;6063,5;2425,4;154;722,4;ADI;;PDD9944-NQU;143;52;;147;;;213;261ADI2563
530;5895;Jorge Nascimento Viríssimo;1997-01-31;2015-01-27;2018-01-05;180;2649,5;1059,8;176;604,8;FIV;;CCU1721-FAJ;143;59;;172;;;322;790FIV2354
531;3172;Gabriel Tourinho Rodrigues;1983-12-24;2011-04-07;;249;1481,5;592,6;198;836,64;ADV;;ZJC3223-LGA;49;10;;166;;;213;524ADV0619
532;4074;João Cavalcanti Alves;1970-05-13;1998-08-12;2003-06-10;176;10979;4391,6;176;591,36;COIII;;OOJ5936-QBW;117;23;;70;;;011;401COIII3256
533;4853;Bernardo Magno;1985-03-22;2005-12-03;;155;7029;2811,6;220;520,8;ADI;;ITL2023-OIC;32;41;;174;;;213;320ADI2248
534;6239;Raíza Barcellos;1976-03-11;2000-09-17;;150;1967;786,8;264;504;LOII;;NWG5077-PBZ;146;13;;117;;;545;785LOII7753
535;5239;Bernardo da cunha ;1979-06-28;2002-03-15;;170;10811;4324,4;286;571,2;LOII;;CKP3287-UEK;55;57;;88;;;545;195LOII0843
536;3572;Julia Novaes Silva;1992-11-08;2013-10-31;;173;3776;1510,4;154;581,28;COII;;XWA4609-XHL;139;41;;44;;;011;486COII0200
537;1376;Arthur Bispo;1993-07-20;2011-07-16;;154;686;274,4;308;517,44;COII;;SEA1242-VQT;60;35;;4;;;011;981COII2873
538;6269;Raianne Brum;1988-06-01;2013-08-10;;213;5895,5;2358,2;176;715,68;FIV;;QLF8561-NLL;56;44;;114;;;322;464FIV5226
539;7334;Renan Assis da Silva;1970-06-02;2003-09-04;2006-12-20;241;4466;1786,4;220;809,76;FIIII;;CRK2830-LYP;114;58;;142;;;322;581FIIII5235
